references,vernacularName,country
https://data.biodiversitydata.nl/xeno-canto/observation/XC261475,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC658130,Great Reed Warbler,Denmark
https://data.biodiversitydata.nl/xeno-canto/observation/XC320974,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC319066,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC142136,Great Reed Warbler,Spain
https://data.biodiversitydata.nl/xeno-canto/observation/XC794066,Great Reed Warbler,Cyprus
https://data.biodiversitydata.nl/xeno-canto/observation/XC373151,Great Reed Warbler,Switzerland
https://data.biodiversitydata.nl/xeno-canto/observation/XC448264,Great Reed Warbler,Russian Federation
https://data.biodiversitydata.nl/xeno-canto/observation/XC997962,Great Reed Warbler,Netherlands
https://data.biodiversitydata.nl/xeno-canto/observation/XC240498,Great Reed Warbler,Uganda
https://data.biodiversitydata.nl/xeno-canto/observation/XC889824,Great Reed Warbler,Zimbabwe
https://data.biodiversitydata.nl/xeno-canto/observation/XC655538,Great Reed Warbler,Spain
https://data.biodiversitydata.nl/xeno-canto/observation/XC743323,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC329527,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC654045,Great Reed Warbler,Croatia
https://data.biodiversitydata.nl/xeno-canto/observation/XC999560,Great Reed Warbler,Greece
https://data.biodiversitydata.nl/xeno-canto/observation/XC177952,Great Reed Warbler,Belgium
https://data.biodiversitydata.nl/xeno-canto/observation/XC186550,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC428978,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC1005969,Great Reed Warbler,Spain
https://data.biodiversitydata.nl/xeno-canto/observation/XC297417,Great Reed Warbler,South Africa
https://data.biodiversitydata.nl/xeno-canto/observation/XC556732,Great Reed Warbler,Netherlands
https://data.biodiversitydata.nl/xeno-canto/observation/XC148553,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC467405,Great Reed Warbler,Portugal
https://data.biodiversitydata.nl/xeno-canto/observation/XC315970,Great Reed Warbler,Romania
https://data.biodiversitydata.nl/xeno-canto/observation/XC739019,Great Reed Warbler,Estonia
https://data.biodiversitydata.nl/xeno-canto/observation/XC555231,Great Reed Warbler,Italy
https://data.biodiversitydata.nl/xeno-canto/observation/XC653637,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC373672,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC420542,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC904350,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC810377,Great Reed Warbler,Greece
https://data.biodiversitydata.nl/xeno-canto/observation/XC649468,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC561917,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC562617,Great Reed Warbler,Belgium
https://data.biodiversitydata.nl/xeno-canto/observation/XC668303,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC660862,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC707031,Great Reed Warbler,South Africa
https://data.biodiversitydata.nl/xeno-canto/observation/XC820856,Great Reed Warbler,Lithuania
https://data.biodiversitydata.nl/xeno-canto/observation/XC367079,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC768591,Great Reed Warbler,Netherlands
https://data.biodiversitydata.nl/xeno-canto/observation/XC25442,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC911983,Great Reed Warbler,Denmark
https://data.biodiversitydata.nl/xeno-canto/observation/XC559981,Great Reed Warbler,Denmark
https://data.biodiversitydata.nl/xeno-canto/observation/XC1003167,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC550107,Great Reed Warbler,Switzerland
https://data.biodiversitydata.nl/xeno-canto/observation/XC177308,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC473523,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC180810,Great Reed Warbler,Switzerland
https://data.biodiversitydata.nl/xeno-canto/observation/XC667824,Great Reed Warbler,Portugal
https://data.biodiversitydata.nl/xeno-canto/observation/XC584956,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC911265,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC379587,Great Reed Warbler,Spain
https://data.biodiversitydata.nl/xeno-canto/observation/XC586730,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC796538,Great Reed Warbler,Slovenia
https://data.biodiversitydata.nl/xeno-canto/observation/XC418744,Great Reed Warbler,South Africa
https://data.biodiversitydata.nl/xeno-canto/observation/XC553273,Great Reed Warbler,Portugal
https://data.biodiversitydata.nl/xeno-canto/observation/XC418354,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC615007,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC728822,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC726387,Great Reed Warbler,Bulgaria
https://data.biodiversitydata.nl/xeno-canto/observation/XC667596,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC902932,Great Reed Warbler,Netherlands
https://data.biodiversitydata.nl/xeno-canto/observation/XC653532,Great Reed Warbler,Ukraine
https://data.biodiversitydata.nl/xeno-canto/observation/XC802034,Great Reed Warbler,Spain
https://data.biodiversitydata.nl/xeno-canto/observation/XC100816,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC555947,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC363793,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC806814,Great Reed Warbler,Denmark
https://data.biodiversitydata.nl/xeno-canto/observation/XC906105,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC137496,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC825479,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC914293,Great Reed Warbler,Portugal
https://data.biodiversitydata.nl/xeno-canto/observation/XC905987,Great Reed Warbler,Spain
https://data.biodiversitydata.nl/xeno-canto/observation/XC347288,Great Reed Warbler,Kuwait
https://data.biodiversitydata.nl/xeno-canto/observation/XC647938,Great Reed Warbler,Denmark
https://data.biodiversitydata.nl/xeno-canto/observation/XC237827,Great Reed Warbler,Spain
https://data.biodiversitydata.nl/xeno-canto/observation/XC650978,Great Reed Warbler,United Kingdom
https://data.biodiversitydata.nl/xeno-canto/observation/XC81904,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC903811,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC805093,Great Reed Warbler,United Kingdom
https://data.biodiversitydata.nl/xeno-canto/observation/XC805490,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC963585,Great Reed Warbler,Portugal
https://data.biodiversitydata.nl/xeno-canto/observation/XC564466,Great Reed Warbler,Switzerland
https://data.biodiversitydata.nl/xeno-canto/observation/XC798823,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC655916,Great Reed Warbler,Belgium
https://data.biodiversitydata.nl/xeno-canto/observation/XC42449,Great Reed Warbler,Zambia
https://data.biodiversitydata.nl/xeno-canto/observation/XC657007,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC819021,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC321211,Great Reed Warbler,Netherlands
https://data.biodiversitydata.nl/xeno-canto/observation/XC659736,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC813203,Great Reed Warbler,Kazakhstan
https://data.biodiversitydata.nl/xeno-canto/observation/XC484851,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC998392,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC422020,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC572412,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC729826,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC905366,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC369910,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC720668,Great Reed Warbler,Romania
https://data.biodiversitydata.nl/xeno-canto/observation/XC131004,Great Reed Warbler,Italy
https://data.biodiversitydata.nl/xeno-canto/observation/XC811325,Great Reed Warbler,Ukraine
https://data.biodiversitydata.nl/xeno-canto/observation/XC382926,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC743499,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC764866,Great Reed Warbler,Ukraine
https://data.biodiversitydata.nl/xeno-canto/observation/XC664767,Great Reed Warbler,Croatia
https://data.biodiversitydata.nl/xeno-canto/observation/XC291584,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC822710,Great Reed Warbler,Romania
https://data.biodiversitydata.nl/xeno-canto/observation/XC595368,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC726155,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC555948,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC140530,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC560149,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC917767,Great Reed Warbler,Lithuania
https://data.biodiversitydata.nl/xeno-canto/observation/XC476642,Great Reed Warbler,United Kingdom
https://data.biodiversitydata.nl/xeno-canto/observation/XC862243,Great Reed Warbler,Kenya
https://data.biodiversitydata.nl/xeno-canto/observation/XC315325,Great Reed Warbler,Finland
https://data.biodiversitydata.nl/xeno-canto/observation/XC911733,Great Reed Warbler,Spain
https://data.biodiversitydata.nl/xeno-canto/observation/XC383372,Great Reed Warbler,Greece
https://data.biodiversitydata.nl/xeno-canto/observation/XC71359,Great Reed Warbler,Burundi
https://data.biodiversitydata.nl/xeno-canto/observation/XC1007098,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC972276,Great Reed Warbler,Turkey
https://data.biodiversitydata.nl/xeno-canto/observation/XC652983,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC649284,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC647937,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC912881,Great Reed Warbler,Armenia
https://data.biodiversitydata.nl/xeno-canto/observation/XC653237,Great Reed Warbler,Estonia
https://data.biodiversitydata.nl/xeno-canto/observation/XC176548,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC726465,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC647441,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC473571,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC321516,Great Reed Warbler,Netherlands
https://data.biodiversitydata.nl/xeno-canto/observation/XC70881,Great Reed Warbler,Burundi
https://data.biodiversitydata.nl/xeno-canto/observation/XC992135,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC376577,Great Reed Warbler,Netherlands
https://data.biodiversitydata.nl/xeno-canto/observation/XC162861,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC903429,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC910721,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC519907,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC687651,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC371013,Great Reed Warbler,Hungary
https://data.biodiversitydata.nl/xeno-canto/observation/XC452331,Great Reed Warbler,Croatia
https://data.biodiversitydata.nl/xeno-canto/observation/XC801339,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC522864,Great Reed Warbler,Luxembourg
https://data.biodiversitydata.nl/xeno-canto/observation/XC244365,Great Reed Warbler,Belgium
https://data.biodiversitydata.nl/xeno-canto/observation/XC761310,Great Reed Warbler,Spain
https://data.biodiversitydata.nl/xeno-canto/observation/XC561037,Great Reed Warbler,Netherlands
https://data.biodiversitydata.nl/xeno-canto/observation/XC414527,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC654832,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC653655,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC552261,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC247051,Great Reed Warbler,Belgium
https://data.biodiversitydata.nl/xeno-canto/observation/XC802710,Great Reed Warbler,Italy
https://data.biodiversitydata.nl/xeno-canto/observation/XC413443,Great Reed Warbler,Luxembourg
https://data.biodiversitydata.nl/xeno-canto/observation/XC645862,Great Reed Warbler,Croatia
https://data.biodiversitydata.nl/xeno-canto/observation/XC805600,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC730843,Great Reed Warbler,Netherlands
https://data.biodiversitydata.nl/xeno-canto/observation/XC1005650,Great Reed Warbler,Estonia
https://data.biodiversitydata.nl/xeno-canto/observation/XC215604,Great Reed Warbler,Netherlands
https://data.biodiversitydata.nl/xeno-canto/observation/XC905247,Great Reed Warbler,Netherlands
https://data.biodiversitydata.nl/xeno-canto/observation/XC471275,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC333365,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC872140,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC856891,Great Reed Warbler,Cameroon
https://data.biodiversitydata.nl/xeno-canto/observation/XC330323,Great Reed Warbler,Germany
https://data.biodiversitydata.nl/xeno-canto/observation/XC901623,Great Reed Warbler,Sweden
https://data.biodiversitydata.nl/xeno-canto/observation/XC522426,Great Reed Warbler,Spain
https://data.biodiversitydata.nl/xeno-canto/observation/XC902935,Great Reed Warbler,Spain
https://data.biodiversitydata.nl/xeno-canto/observation/XC1000531,Great Reed Warbler,Estonia
https://data.biodiversitydata.nl/xeno-canto/observation/XC1031040,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC149981,Great Reed Warbler,Spain
https://data.biodiversitydata.nl/xeno-canto/observation/XC478415,Great Reed Warbler,Poland
https://data.biodiversitydata.nl/xeno-canto/observation/XC476146,Great Reed Warbler,Netherlands
https://data.biodiversitydata.nl/xeno-canto/observation/XC477258,Great Reed Warbler,France
https://data.biodiversitydata.nl/xeno-canto/observation/XC996065,Great Reed Warbler,Sweden
